bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-07,Empresa 1735,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 6596,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-08,Empresa 4995,61.07,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 1149,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 3281,52.11,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 537,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 6596,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 5279,17.55,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 1680,20.09,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 2585,12.54,202311,2023-08,2023-11,cadastro futuro,False,True
2023-08,Empresa 3282,99.49,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 7526,18.13,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 6920,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 2807,46.41,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 1735,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 1774,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 2645,20.53,202311,2023-08,2023-11,cadastro futuro,False,True
2023-08,Empresa 1035,100.0,202311,2023-08,2023-11,cadastro futuro,False,True
2023-08,Empresa 2739,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 1392,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 3565,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 5513,100.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 1097,60.14,202311,2023-08,2023-11,cadastro futuro,False,True
2023-08,Empresa 2439,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 2666,39.49,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 1157,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 3616,60.62,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 6566,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 3281,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 2666,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 4256,100.0,202311,2023-08,2023-11,cadastro futuro,False,True
2023-08,Empresa 4313,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 2805,100.0,202309,2023-08,2023-09,cadastro futuro,False,True
2023-08,Empresa 6521,100.0,202310,2023-08,2023-10,cadastro futuro,False,True
2023-08,Empresa 1097,100.0,202311,2023-08,2023-11,cadastro futuro,False,True
2023-09,Empresa 3565,100.0,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 2645,16.8,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1157,100.0,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 1394,72.37,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 2585,20.18,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1097,99.81,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1035,31.13,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 3960,38.27,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 6521,100.0,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 7526,28.43,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 2439,100.0,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 4256,25.75,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1035,100.0,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1774,100.0,202310,2023-09,2023-10,cadastro futuro,False,True
2023-09,Empresa 1097,100.0,202311,2023-09,2023-11,cadastro futuro,False,True
2023-09,Empresa 1774,32.21,202310,2023-09,2023-10,cadastro futuro,False,True
2023-10,Empresa 1035,100.0,202311,2023-10,2023-11,cadastro futuro,False,True
2023-10,Empresa 1097,55.0,202311,2023-10,2023-11,cadastro futuro,False,True
2023-10,Empresa 4256,99.97,202311,2023-10,2023-11,cadastro futuro,False,True
2023-10,Empresa 2585,17.2,202311,2023-10,2023-11,cadastro futuro,False,True
2023-10,Empresa 2833,58.38,202311,2023-10,2023-11,cadastro futuro,False,True
