Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 27147,202011,Não,Sim,2020-11
Empresa 27149,202308,Não,Sim,2023-08
Empresa 27171,202309,Não,Sim,2023-09
Empresa 27178,202212,Não,Sim,2022-12
Empresa 27213,202101,Não,Sim,2021-01
Empresa 27233,202111,Não,Sim,2021-11
Empresa 27262,202212,Não,Sim,2022-12
Empresa 27373,202209,Não,Sim,2022-09
Empresa 27383,202103,Não,Sim,2021-03
Empresa 27414,202211,Não,Sim,2022-11
Empresa 27422,202304,Não,Sim,2023-04
Empresa 27437,202108,Não,Sim,2021-08
Empresa 27445,202210,Não,Sim,2022-10
Empresa 27480,202311,Não,Sim,2023-11
Empresa 27486,202310,Não,Sim,2023-10
Empresa 27502,202310,Não,Sim,2023-10
Empresa 27519,202310,Não,Sim,2023-10
Empresa 27521,202008,Não,Sim,2020-08
Empresa 27532,202108,Não,Sim,2021-08
Empresa 27536,202309,Não,Sim,2023-09
Empresa 27540,202305,Não,Sim,2023-05
Empresa 27553,202309,Não,Sim,2023-09
Empresa 27554,202108,Não,Sim,2021-08
Empresa 27583,202105,Não,Sim,2021-05
Empresa 27606,202310,Não,Sim,2023-10
Empresa 27609,202310,Não,Sim,2023-10
Empresa 27626,202104,Não,Sim,2021-04
Empresa 27630,202310,Não,Sim,2023-10
Empresa 27679,202310,Não,Sim,2023-10
Empresa 27681,202310,Não,Sim,2023-10
Empresa 27686,202310,Não,Sim,2023-10
Empresa 27695,202212,Não,Sim,2022-12
Empresa 27704,202206,Não,Sim,2022-06
Empresa 27710,202205,Não,Sim,2022-05
Empresa 27723,202310,Não,Sim,2023-10
Empresa 27747,201912,Não,Sim,2019-12
Empresa 27751,202309,Não,Sim,2023-09
Empresa 27798,202310,Não,Sim,2023-10
Empresa 27810,202007,Não,Sim,2020-07
Empresa 27822,202309,Não,Sim,2023-09
Empresa 27823,202310,Não,Sim,2023-10
Empresa 27845,202307,Não,Sim,2023-07
Empresa 27855,202301,Não,Sim,2023-01
Empresa 27893,202310,Não,Sim,2023-10
Empresa 27907,202203,Não,Sim,2022-03
Empresa 27908,202310,Não,Sim,2023-10
Empresa 27913,202304,Não,Sim,2023-04
Empresa 27927,202107,Não,Sim,2021-07
Empresa 27929,202310,Não,Sim,2023-10
Empresa 27935,202212,Não,Sim,2022-12
Empresa 27968,202309,Não,Sim,2023-09
Empresa 27975,202007,Não,Sim,2020-07
Empresa 27978,202310,Não,Sim,2023-10
Empresa 27986,202310,Não,Sim,2023-10
Empresa 28000,202310,Não,Sim,2023-10
Empresa 28012,202310,Não,Sim,2023-10
Empresa 28017,202111,Não,Sim,2021-11
Empresa 28023,202309,Não,Sim,2023-09
Empresa 28044,202309,Não,Sim,2023-09
Empresa 28057,202310,Não,Sim,2023-10
Empresa 28060,202310,Não,Sim,2023-10
Empresa 28073,202211,Não,Sim,2022-11
Empresa 28077,202310,Não,Sim,2023-10
Empresa 28082,202310,Não,Sim,2023-10
Empresa 28105,202208,Não,Sim,2022-08
Empresa 28128,201912,Não,Sim,2019-12
Empresa 28134,202301,Não,Sim,2023-01
Empresa 28141,202310,Não,Sim,2023-10
Empresa 28149,202307,Não,Sim,2023-07
Empresa 28152,202304,Não,Sim,2023-04
Empresa 28177,202008,Não,Sim,2020-08
Empresa 28207,202007,Não,Sim,2020-07
Empresa 28215,202310,Não,Sim,2023-10
Empresa 28259,202309,Não,Sim,2023-09
Empresa 28278,202310,Não,Sim,2023-10
Empresa 2828,202211,Não,Sim,2022-11
Empresa 28287,202012,Não,Sim,2020-12
Empresa 28296,202310,Não,Sim,2023-10
Empresa 28305,202310,Não,Sim,2023-10
Empresa 28316,202310,Não,Sim,2023-10
Empresa 28341,202006,Não,Sim,2020-06
Empresa 28352,202308,Não,Sim,2023-08
Empresa 28358,202301,Não,Sim,2023-01
Empresa 28368,202310,Não,Sim,2023-10
Empresa 2837,202210,Não,Sim,2022-10
Empresa 28372,202212,Não,Sim,2022-12
Empresa 28378,202008,Não,Sim,2020-08
Empresa 2838,202211,Não,Sim,2022-11
Empresa 28403,202207,Não,Sim,2022-07
Empresa 28407,202208,Não,Sim,2022-08
Empresa 28410,202208,Não,Sim,2022-08
Empresa 28411,202208,Não,Sim,2022-08
Empresa 28413,202208,Não,Sim,2022-08
Empresa 28416,202208,Não,Sim,2022-08
Empresa 28420,202208,Não,Sim,2022-08
Empresa 28423,202210,Não,Sim,2022-10
Empresa 28439,202308,Não,Sim,2023-08
Empresa 28457,202109,Não,Sim,2021-09
Empresa 28463,202111,Não,Sim,2021-11
Empresa 28465,202112,Não,Sim,2021-12
Empresa 28466,202201,Não,Sim,2022-01
Empresa 28467,202204,Não,Sim,2022-04
Empresa 2847,202208,Não,Sim,2022-08
Empresa 28489,202310,Não,Sim,2023-10
Empresa 28490,202310,Não,Sim,2023-10
Empresa 28500,202204,Não,Sim,2022-04
Empresa 28504,202204,Não,Sim,2022-04
Empresa 2851,202208,Não,Sim,2022-08
Empresa 28518,202204,Não,Sim,2022-04
Empresa 28522,202204,Não,Sim,2022-04
Empresa 28535,202204,Não,Sim,2022-04
Empresa 2854,202301,Não,Sim,2023-01
Empresa 28555,202204,Não,Sim,2022-04
Empresa 28571,202205,Não,Sim,2022-05
Empresa 28575,202205,Não,Sim,2022-05
Empresa 28585,202205,Não,Sim,2022-05
Empresa 28592,202205,Não,Sim,2022-05
Empresa 28614,202207,Não,Sim,2022-07
Empresa 28621,202207,Não,Sim,2022-07
Empresa 28623,202207,Não,Sim,2022-07
Empresa 28625,202207,Não,Sim,2022-07
Empresa 28632,202207,Não,Sim,2022-07
Empresa 28635,202207,Não,Sim,2022-07
Empresa 28638,202207,Não,Sim,2022-07
Empresa 28642,202207,Não,Sim,2022-07
Empresa 28643,202207,Não,Sim,2022-07
Empresa 28649,202207,Não,Sim,2022-07
Empresa 28657,202207,Não,Sim,2022-07
Empresa 28676,202208,Não,Sim,2022-08
Empresa 28678,202208,Não,Sim,2022-08
Empresa 28686,202310,Não,Sim,2023-10
Empresa 28699,202109,Não,Sim,2021-09
Empresa 28704,202111,Não,Sim,2021-11
Empresa 28761,202011,Não,Sim,2020-11
Empresa 28762,202011,Não,Sim,2020-11
Empresa 28767,202012,Não,Sim,2020-12
Empresa 28775,202012,Não,Sim,2020-12
Empresa 28794,202012,Não,Sim,2020-12
Empresa 28812,202012,Não,Sim,2020-12
Empresa 28834,202101,Não,Sim,2021-01
Empresa 28855,202103,Não,Sim,2021-03
Empresa 28859,202103,Não,Sim,2021-03
Empresa 28879,202104,Não,Sim,2021-04
Empresa 28881,202105,Não,Sim,2021-05
Empresa 28908,202106,Não,Sim,2021-06
Empresa 28909,202106,Não,Sim,2021-06
Empresa 28912,202106,Não,Sim,2021-06
Empresa 28913,202106,Não,Sim,2021-06
Empresa 28943,202201,Não,Sim,2022-01
Empresa 28968,202212,Não,Sim,2022-12
Empresa 28986,202309,Não,Sim,2023-09
Empresa 28994,202210,Não,Sim,2022-10
Empresa 28998,202211,Não,Sim,2022-11
Empresa 29000,202211,Não,Sim,2022-11
Empresa 29003,202211,Não,Sim,2022-11
Empresa 29010,202211,Não,Sim,2022-11
Empresa 29012,202211,Não,Sim,2022-11
Empresa 29016,202211,Não,Sim,2022-11
Empresa 29017,202211,Não,Sim,2022-11
Empresa 29018,202211,Não,Sim,2022-11
Empresa 29019,202211,Não,Sim,2022-11
Empresa 29027,202212,Não,Sim,2022-12
Empresa 29030,202212,Não,Sim,2022-12
Empresa 29032,202212,Não,Sim,2022-12
Empresa 29036,202212,Não,Sim,2022-12
Empresa 29037,202301,Não,Sim,2023-01
Empresa 29047,202302,Não,Sim,2023-02
Empresa 29053,202303,Não,Sim,2023-03
Empresa 29070,202303,Não,Sim,2023-03
Empresa 29072,202304,Não,Sim,2023-04
Empresa 29077,202304,Não,Sim,2023-04
Empresa 29078,202305,Não,Sim,2023-05
Empresa 2908,202209,Não,Sim,2022-09
Empresa 29086,202306,Não,Sim,2023-06
Empresa 29098,202306,Não,Sim,2023-06
Empresa 2910,202204,Não,Sim,2022-04
Empresa 29103,202307,Não,Sim,2023-07
Empresa 29111,202307,Não,Sim,2023-07
Empresa 29114,202308,Não,Sim,2023-08
Empresa 29116,202308,Não,Sim,2023-08
Empresa 29353,202205,Não,Sim,2022-05
Empresa 29354,202309,Não,Sim,2023-09
Empresa 29361,202107,Não,Sim,2021-07
Empresa 29419,202208,Não,Sim,2022-08
Empresa 29426,202210,Não,Sim,2022-10
Empresa 29436,202301,Não,Sim,2023-01
Empresa 29445,202310,Não,Sim,2023-10
Empresa 29447,202311,Não,Sim,2023-11
Empresa 29483,202204,Não,Sim,2022-04
Empresa 29499,202012,Não,Sim,2020-12
Empresa 29502,202105,Não,Sim,2021-05
Empresa 29503,202106,Não,Sim,2021-06
Empresa 29504,202106,Não,Sim,2021-06
Empresa 29505,202106,Não,Sim,2021-06
Empresa 29507,202106,Não,Sim,2021-06
Empresa 29511,202201,Não,Sim,2022-01
Empresa 29512,202201,Não,Sim,2022-01
Empresa 29521,202308,Não,Sim,2023-08
Empresa 29530,202309,Não,Sim,2023-09
Empresa 29545,202012,Não,Sim,2020-12
Empresa 29550,202101,Não,Sim,2021-01
Empresa 29551,202101,Não,Sim,2021-01
Empresa 29555,202101,Não,Sim,2021-01
Empresa 29565,202103,Não,Sim,2021-03
Empresa 29566,202103,Não,Sim,2021-03
Empresa 29573,202103,Não,Sim,2021-03
Empresa 29577,202103,Não,Sim,2021-03
Empresa 29587,202104,Não,Sim,2021-04
Empresa 29589,202105,Não,Sim,2021-05
Empresa 29597,202107,Não,Sim,2021-07
Empresa 29599,202107,Não,Sim,2021-07
Empresa 29600,202108,Não,Sim,2021-08
Empresa 29603,202110,Não,Sim,2021-10
Empresa 29606,202110,Não,Sim,2021-10
Empresa 29607,202110,Não,Sim,2021-10
Empresa 29619,202202,Não,Sim,2022-02
Empresa 29639,202303,Não,Sim,2023-03
Empresa 29642,202307,Não,Sim,2023-07
Empresa 29645,202308,Não,Sim,2023-08
Empresa 29672,202106,Não,Sim,2021-06
Empresa 29735,202111,Não,Sim,2021-11
Empresa 29736,202112,Não,Sim,2021-12
Empresa 29744,202207,Não,Sim,2022-07
Empresa 29747,202210,Não,Sim,2022-10
Empresa 29752,202212,Não,Sim,2022-12
Empresa 29754,202301,Não,Sim,2023-01
Empresa 29756,202303,Não,Sim,2023-03
Empresa 29759,202303,Não,Sim,2023-03
Empresa 29760,202304,Não,Sim,2023-04
Empresa 29761,202304,Não,Sim,2023-04
Empresa 29765,202107,Não,Sim,2021-07
Empresa 29767,202107,Não,Sim,2021-07
Empresa 29768,202107,Não,Sim,2021-07
Empresa 29773,202107,Não,Sim,2021-07
Empresa 29775,202107,Não,Sim,2021-07
Empresa 29781,202110,Não,Sim,2021-10
Empresa 29784,202111,Não,Sim,2021-11
Empresa 29790,202112,Não,Sim,2021-12
Empresa 29793,202203,Não,Sim,2022-03
Empresa 29796,202206,Não,Sim,2022-06
Empresa 29798,202211,Não,Sim,2022-11
Empresa 29844,202105,Não,Sim,2021-05
Empresa 29850,202110,Não,Sim,2021-10
Empresa 29855,202201,Não,Sim,2022-01
Empresa 29858,202203,Não,Sim,2022-03
Empresa 29859,202203,Não,Sim,2022-03
Empresa 29867,202203,Não,Sim,2022-03
Empresa 29884,202207,Não,Sim,2022-07
Empresa 29898,202211,Não,Sim,2022-11
Empresa 29903,202211,Não,Sim,2022-11
Empresa 29904,202211,Não,Sim,2022-11
Empresa 29906,202211,Não,Sim,2022-11
Empresa 29907,202211,Não,Sim,2022-11
Empresa 29944,202112,Não,Sim,2021-12
Empresa 29947,202201,Não,Sim,2022-01
Empresa 29958,202207,Não,Sim,2022-07
Empresa 29959,202207,Não,Sim,2022-07
Empresa 29960,202208,Não,Sim,2022-08
Empresa 29973,202311,Não,Sim,2023-11
Empresa 29984,202210,Não,Sim,2022-10
Empresa 29993,202212,Não,Sim,2022-12
Empresa 30005,202212,Não,Sim,2022-12
Empresa 30017,202301,Não,Sim,2023-01
Empresa 30027,202302,Não,Sim,2023-02
Empresa 30029,202303,Não,Sim,2023-03
Empresa 30049,202309,Não,Sim,2023-09
Empresa 30061,201912,Não,Sim,2019-12
Empresa 30062,201912,Não,Sim,2019-12
Empresa 30063,201912,Não,Sim,2019-12
Empresa 30064,201912,Não,Sim,2019-12
Empresa 30068,201912,Não,Sim,2019-12
Empresa 30071,201912,Não,Sim,2019-12
Empresa 30073,201912,Não,Sim,2019-12
Empresa 30075,201912,Não,Sim,2019-12
Empresa 30078,201912,Não,Sim,2019-12
Empresa 30080,201912,Não,Sim,2019-12
Empresa 30082,202001,Não,Sim,2020-01
Empresa 30084,202001,Não,Sim,2020-01
Empresa 30085,202001,Não,Sim,2020-01
Empresa 30089,202001,Não,Sim,2020-01
Empresa 30090,202001,Não,Sim,2020-01
Empresa 30102,202002,Não,Sim,2020-02
Empresa 30103,202002,Não,Sim,2020-02
Empresa 30112,202002,Não,Sim,2020-02
Empresa 30115,202002,Não,Sim,2020-02
Empresa 30126,202003,Não,Sim,2020-03
Empresa 30127,202003,Não,Sim,2020-03
Empresa 30128,202003,Não,Sim,2020-03
Empresa 30135,202004,Não,Sim,2020-04
Empresa 30139,202004,Não,Sim,2020-04
Empresa 30141,202004,Não,Sim,2020-04
Empresa 30148,202004,Não,Sim,2020-04
Empresa 30153,202005,Não,Sim,2020-05
Empresa 30155,202005,Não,Sim,2020-05
Empresa 30159,202005,Não,Sim,2020-05
Empresa 30164,202005,Não,Sim,2020-05
Empresa 30171,202006,Não,Sim,2020-06
Empresa 30172,202006,Não,Sim,2020-06
Empresa 30177,202006,Não,Sim,2020-06
Empresa 30179,202006,Não,Sim,2020-06
Empresa 30182,202006,Não,Sim,2020-06
Empresa 30183,202006,Não,Sim,2020-06
Empresa 30186,202007,Não,Sim,2020-07
Empresa 30187,202007,Não,Sim,2020-07
Empresa 30190,202007,Não,Sim,2020-07
Empresa 30191,202007,Não,Sim,2020-07
Empresa 30192,202007,Não,Sim,2020-07
Empresa 30196,202007,Não,Sim,2020-07
Empresa 30202,202007,Não,Sim,2020-07
Empresa 30203,202007,Não,Sim,2020-07
Empresa 30204,202007,Não,Sim,2020-07
Empresa 30206,202007,Não,Sim,2020-07
Empresa 30207,202007,Não,Sim,2020-07
Empresa 30209,202007,Não,Sim,2020-07
Empresa 30210,202007,Não,Sim,2020-07
Empresa 30214,202007,Não,Sim,2020-07
Empresa 30218,202007,Não,Sim,2020-07
Empresa 30223,202007,Não,Sim,2020-07
Empresa 30224,202007,Não,Sim,2020-07
Empresa 30226,202007,Não,Sim,2020-07
Empresa 30227,202007,Não,Sim,2020-07
Empresa 30228,202007,Não,Sim,2020-07
Empresa 30229,202007,Não,Sim,2020-07
Empresa 30231,202007,Não,Sim,2020-07
Empresa 30232,202007,Não,Sim,2020-07
Empresa 30233,202007,Não,Sim,2020-07
Empresa 30235,202007,Não,Sim,2020-07
Empresa 30236,202007,Não,Sim,2020-07
Empresa 30238,202007,Não,Sim,2020-07
Empresa 30240,202007,Não,Sim,2020-07
Empresa 30245,202007,Não,Sim,2020-07
Empresa 30249,202007,Não,Sim,2020-07
Empresa 30250,202007,Não,Sim,2020-07
Empresa 30251,202007,Não,Sim,2020-07
Empresa 30253,202007,Não,Sim,2020-07
Empresa 30254,202007,Não,Sim,2020-07
Empresa 30256,202007,Não,Sim,2020-07
Empresa 30257,202007,Não,Sim,2020-07
Empresa 30258,202007,Não,Sim,2020-07
Empresa 30260,202007,Não,Sim,2020-07
Empresa 30261,202007,Não,Sim,2020-07
Empresa 30262,202007,Não,Sim,2020-07
Empresa 30264,202007,Não,Sim,2020-07
Empresa 30265,202007,Não,Sim,2020-07
Empresa 30267,202007,Não,Sim,2020-07
Empresa 30268,202007,Não,Sim,2020-07
Empresa 30271,202008,Não,Sim,2020-08
Empresa 30275,202008,Não,Sim,2020-08
Empresa 30277,202008,Não,Sim,2020-08
Empresa 30281,202008,Não,Sim,2020-08
Empresa 30282,202008,Não,Sim,2020-08
Empresa 30285,202008,Não,Sim,2020-08
Empresa 30286,202008,Não,Sim,2020-08
Empresa 30297,202008,Não,Sim,2020-08
Empresa 30300,202008,Não,Sim,2020-08
Empresa 30304,202008,Não,Sim,2020-08
Empresa 30319,202008,Não,Sim,2020-08
Empresa 30327,202008,Não,Sim,2020-08
Empresa 30357,202008,Não,Sim,2020-08
Empresa 30369,202008,Não,Sim,2020-08
Empresa 30381,202008,Não,Sim,2020-08
Empresa 30383,202008,Não,Sim,2020-08
Empresa 30397,202008,Não,Sim,2020-08
Empresa 30418,202008,Não,Sim,2020-08
Empresa 30428,202008,Não,Sim,2020-08
Empresa 30441,202008,Não,Sim,2020-08
Empresa 30442,202008,Não,Sim,2020-08
Empresa 30443,202008,Não,Sim,2020-08
Empresa 30450,202008,Não,Sim,2020-08
Empresa 30452,202008,Não,Sim,2020-08
Empresa 30458,202009,Não,Sim,2020-09
Empresa 30491,202011,Não,Sim,2020-11
Empresa 30492,202011,Não,Sim,2020-11
Empresa 30493,202011,Não,Sim,2020-11
Empresa 30498,202011,Não,Sim,2020-11
Empresa 30501,202011,Não,Sim,2020-11
Empresa 30502,202011,Não,Sim,2020-11
Empresa 30508,202011,Não,Sim,2020-11
Empresa 30511,202011,Não,Sim,2020-11
Empresa 30512,202011,Não,Sim,2020-11
Empresa 30516,202012,Não,Sim,2020-12
Empresa 30524,202101,Não,Sim,2021-01
Empresa 30528,202101,Não,Sim,2021-01
Empresa 30531,202101,Não,Sim,2021-01
Empresa 30532,202101,Não,Sim,2021-01
Empresa 30533,202101,Não,Sim,2021-01
Empresa 30535,202101,Não,Sim,2021-01
Empresa 30540,202101,Não,Sim,2021-01
Empresa 30541,202101,Não,Sim,2021-01
Empresa 30560,202101,Não,Sim,2021-01
Empresa 30561,202101,Não,Sim,2021-01
Empresa 30564,202102,Não,Sim,2021-02
Empresa 30570,202102,Não,Sim,2021-02
Empresa 30573,202102,Não,Sim,2021-02
Empresa 30575,202102,Não,Sim,2021-02
Empresa 30577,202102,Não,Sim,2021-02
Empresa 30580,202102,Não,Sim,2021-02
Empresa 30581,202102,Não,Sim,2021-02
Empresa 30596,202102,Não,Sim,2021-02
Empresa 30597,202102,Não,Sim,2021-02
Empresa 30601,202103,Não,Sim,2021-03
Empresa 30602,202103,Não,Sim,2021-03
Empresa 30604,202103,Não,Sim,2021-03
Empresa 30605,202103,Não,Sim,2021-03
Empresa 30606,202103,Não,Sim,2021-03
Empresa 30607,202103,Não,Sim,2021-03
Empresa 30610,202103,Não,Sim,2021-03
Empresa 30612,202103,Não,Sim,2021-03
Empresa 30615,202103,Não,Sim,2021-03
Empresa 30616,202103,Não,Sim,2021-03
Empresa 30620,202103,Não,Sim,2021-03
Empresa 30622,202103,Não,Sim,2021-03
Empresa 30623,202103,Não,Sim,2021-03
Empresa 30626,202103,Não,Sim,2021-03
Empresa 30627,202103,Não,Sim,2021-03
Empresa 30632,202103,Não,Sim,2021-03
Empresa 30637,202103,Não,Sim,2021-03
Empresa 30641,202103,Não,Sim,2021-03
Empresa 30642,202103,Não,Sim,2021-03
Empresa 30648,202103,Não,Sim,2021-03
Empresa 30649,202103,Não,Sim,2021-03
Empresa 30655,202103,Não,Sim,2021-03
Empresa 30657,202103,Não,Sim,2021-03
Empresa 30661,202103,Não,Sim,2021-03
Empresa 30662,202103,Não,Sim,2021-03
Empresa 30673,202103,Não,Sim,2021-03
Empresa 30674,202103,Não,Sim,2021-03
Empresa 30677,202103,Não,Sim,2021-03
Empresa 30682,202103,Não,Sim,2021-03
Empresa 30683,202103,Não,Sim,2021-03
Empresa 30687,202104,Não,Sim,2021-04
Empresa 30688,202104,Não,Sim,2021-04
Empresa 30689,202104,Não,Sim,2021-04
Empresa 30696,202104,Não,Sim,2021-04
Empresa 30704,202104,Não,Sim,2021-04
Empresa 30711,202104,Não,Sim,2021-04
Empresa 30727,202106,Não,Sim,2021-06
Empresa 30729,202106,Não,Sim,2021-06
Empresa 30735,202107,Não,Sim,2021-07
Empresa 30761,202108,Não,Sim,2021-08
Empresa 30763,202108,Não,Sim,2021-08
Empresa 30764,202108,Não,Sim,2021-08
Empresa 30797,202203,Não,Sim,2022-03
Empresa 30800,202203,Não,Sim,2022-03
Empresa 30803,202204,Não,Sim,2022-04
Empresa 30810,202205,Não,Sim,2022-05
Empresa 30812,202205,Não,Sim,2022-05
Empresa 30813,202205,Não,Sim,2022-05
Empresa 30814,202205,Não,Sim,2022-05
Empresa 30816,202205,Não,Sim,2022-05
Empresa 30819,202205,Não,Sim,2022-05
Empresa 30821,202206,Não,Sim,2022-06
Empresa 30826,202206,Não,Sim,2022-06
Empresa 30827,202206,Não,Sim,2022-06
Empresa 30828,202207,Não,Sim,2022-07
Empresa 30834,202208,Não,Sim,2022-08
Empresa 30841,202209,Não,Sim,2022-09
Empresa 30848,202210,Não,Sim,2022-10
Empresa 30849,202211,Não,Sim,2022-11
Empresa 30850,202212,Não,Sim,2022-12
Empresa 30878,202310,Não,Sim,2023-10
Empresa 30890,202105,Não,Sim,2021-05
Empresa 30891,202105,Não,Sim,2021-05
Empresa 30893,202105,Não,Sim,2021-05
Empresa 30898,202105,Não,Sim,2021-05
Empresa 30948,202107,Não,Sim,2021-07
Empresa 30960,202107,Não,Sim,2021-07
Empresa 30973,202108,Não,Sim,2021-08
Empresa 30991,202108,Não,Sim,2021-08
Empresa 30994,202109,Não,Sim,2021-09
Empresa 31001,202109,Não,Sim,2021-09
Empresa 31003,202109,Não,Sim,2021-09
Empresa 31011,202109,Não,Sim,2021-09
Empresa 31022,202110,Não,Sim,2021-10
Empresa 31038,202111,Não,Sim,2021-11
Empresa 31054,202112,Não,Sim,2021-12
Empresa 31076,202202,Não,Sim,2022-02
Empresa 31123,202208,Não,Sim,2022-08
Empresa 31130,202208,Não,Sim,2022-08
Empresa 31178,202306,Não,Sim,2023-06
Empresa 31188,202307,Não,Sim,2023-07
Empresa 31227,202310,Não,Sim,2023-10
Empresa 31242,202209,Não,Sim,2022-09
Empresa 31246,202209,Não,Sim,2022-09
Empresa 31259,202212,Não,Sim,2022-12
Empresa 31261,202212,Não,Sim,2022-12
Empresa 31264,202301,Não,Sim,2023-01
Empresa 31266,202301,Não,Sim,2023-01
Empresa 31275,202302,Não,Sim,2023-02
Empresa 31279,202302,Não,Sim,2023-02
Empresa 31297,202306,Não,Sim,2023-06
Empresa 31304,202307,Não,Sim,2023-07
Empresa 31310,202307,Não,Sim,2023-07
Empresa 31333,202310,Não,Sim,2023-10
Empresa 31370,201912,Não,Sim,2019-12
Empresa 31372,201912,Não,Sim,2019-12
Empresa 31408,202003,Não,Sim,2020-03
Empresa 31417,202004,Não,Sim,2020-04
Empresa 31419,202005,Não,Sim,2020-05
Empresa 31428,202006,Não,Sim,2020-06
Empresa 31447,202009,Não,Sim,2020-09
Empresa 31458,202011,Não,Sim,2020-11
Empresa 31459,202011,Não,Sim,2020-11
Empresa 31472,202102,Não,Sim,2021-02
Empresa 31554,201907,Não,Sim,2019-07
Empresa 31570,201907,Não,Sim,2019-07
Empresa 31613,201909,Não,Sim,2019-09
Empresa 31615,201909,Não,Sim,2019-09
Empresa 31647,201911,Não,Sim,2019-11
Empresa 31664,202001,Não,Sim,2020-01
Empresa 31693,202004,Não,Sim,2020-04
Empresa 31698,202004,Não,Sim,2020-04
Empresa 31703,202005,Não,Sim,2020-05
Empresa 31704,202005,Não,Sim,2020-05
Empresa 31717,202005,Não,Sim,2020-05
Empresa 31753,202008,Não,Sim,2020-08
Empresa 31758,202008,Não,Sim,2020-08
Empresa 31766,202010,Não,Sim,2020-10
Empresa 31769,202010,Não,Sim,2020-10
Empresa 31773,202011,Não,Sim,2020-11
Empresa 31789,202109,Não,Sim,2021-09
Empresa 31815,202209,Não,Sim,2022-09
Empresa 31852,202310,Não,Sim,2023-10
Empresa 31871,202310,Não,Sim,2023-10
Empresa 31873,202311,Não,Sim,2023-11
Empresa 31901,202204,Não,Sim,2022-04
Empresa 31939,202009,Não,Sim,2020-09
Empresa 31942,202009,Não,Sim,2020-09
Empresa 31946,202009,Não,Sim,2020-09
Empresa 31967,202009,Não,Sim,2020-09
Empresa 31988,202009,Não,Sim,2020-09
Empresa 31989,202009,Não,Sim,2020-09
Empresa 31994,202010,Não,Sim,2020-10
Empresa 31995,202010,Não,Sim,2020-10
Empresa 31996,202010,Não,Sim,2020-10
Empresa 32002,202010,Não,Sim,2020-10
Empresa 32003,202010,Não,Sim,2020-10
Empresa 32010,202010,Não,Sim,2020-10
Empresa 32016,202011,Não,Sim,2020-11
Empresa 32020,202011,Não,Sim,2020-11
Empresa 32031,202102,Não,Sim,2021-02
Empresa 32032,202102,Não,Sim,2021-02
Empresa 32033,202103,Não,Sim,2021-03
Empresa 32037,202104,Não,Sim,2021-04
Empresa 32059,202107,Não,Sim,2021-07
Empresa 32072,202109,Não,Sim,2021-09
Empresa 32081,202111,Não,Sim,2021-11
Empresa 32092,202112,Não,Sim,2021-12
Empresa 32099,202202,Não,Sim,2022-02
Empresa 32101,202202,Não,Sim,2022-02
Empresa 32110,202204,Não,Sim,2022-04
Empresa 32120,202206,Não,Sim,2022-06
Empresa 32123,202206,Não,Sim,2022-06
Empresa 32125,202206,Não,Sim,2022-06
Empresa 32126,202208,Não,Sim,2022-08
Empresa 32132,202210,Não,Sim,2022-10
Empresa 32134,202210,Não,Sim,2022-10
Empresa 32136,202210,Não,Sim,2022-10
Empresa 32140,202211,Não,Sim,2022-11
Empresa 32149,202212,Não,Sim,2022-12
Empresa 32151,202301,Não,Sim,2023-01
Empresa 32163,202304,Não,Sim,2023-04
Empresa 32204,201905,Não,Sim,2019-05
Empresa 32208,201905,Não,Sim,2019-05
Empresa 32211,201905,Não,Sim,2019-05
Empresa 32212,201905,Não,Sim,2019-05
Empresa 32217,201905,Não,Sim,2019-05
Empresa 32226,201905,Não,Sim,2019-05
Empresa 32227,201905,Não,Sim,2019-05
Empresa 32240,201908,Não,Sim,2019-08
Empresa 32248,202003,Não,Sim,2020-03
Empresa 32255,202205,Não,Sim,2022-05
Empresa 32274,202101,Não,Sim,2021-01
Empresa 32294,202107,Não,Sim,2021-07
Empresa 32302,202109,Não,Sim,2021-09
Empresa 32324,202111,Não,Sim,2021-11
Empresa 32365,202204,Não,Sim,2022-04
Empresa 32386,202209,Não,Sim,2022-09
Empresa 32401,202105,Não,Sim,2021-05
Empresa 32408,202106,Não,Sim,2021-06
Empresa 32410,202106,Não,Sim,2021-06
Empresa 32416,202107,Não,Sim,2021-07
Empresa 32418,202108,Não,Sim,2021-08
Empresa 32421,202108,Não,Sim,2021-08
Empresa 32423,202109,Não,Sim,2021-09
Empresa 32426,202109,Não,Sim,2021-09
Empresa 32430,202112,Não,Sim,2021-12
Empresa 32433,202201,Não,Sim,2022-01
Empresa 32441,202209,Não,Sim,2022-09
Empresa 32444,202212,Não,Sim,2022-12
Empresa 32453,202007,Não,Sim,2020-07
Empresa 32454,202007,Não,Sim,2020-07
Empresa 32465,202010,Não,Sim,2020-10
Empresa 32467,202012,Não,Sim,2020-12
Empresa 32473,202104,Não,Sim,2021-04
Empresa 32491,202204,Não,Sim,2022-04
Empresa 32548,202007,Não,Sim,2020-07
Empresa 3255,202308,Não,Sim,2023-08
Empresa 32554,202009,Não,Sim,2020-09
Empresa 32555,202009,Não,Sim,2020-09
Empresa 32558,202009,Não,Sim,2020-09
Empresa 32559,202009,Não,Sim,2020-09
Empresa 32560,202009,Não,Sim,2020-09
Empresa 32563,202009,Não,Sim,2020-09
Empresa 32565,202009,Não,Sim,2020-09
Empresa 32566,202009,Não,Sim,2020-09
Empresa 32567,202009,Não,Sim,2020-09
